vocabulary size: 123
n tunes: 400
n train tunes: 368
n validation tunes: 32
1137/2200 (epoch 103.364) train_loss=864.72125244 time/batch=8.20s
1138/2200 (epoch 103.455) train_loss=740.47076416 time/batch=17.62s
1139/2200 (epoch 103.545) train_loss=1206.67785645 time/batch=11.97s
1140/2200 (epoch 103.636) train_loss=541.42987061 time/batch=4.75s
1141/2200 (epoch 103.727) train_loss=450.44677734 time/batch=3.92s
1142/2200 (epoch 103.818) train_loss=929.75762939 time/batch=8.87s
1143/2200 (epoch 103.909) train_loss=597.08013916 time/batch=5.21s
1144/2200 (epoch 104.000) train_loss=329.65869141 time/batch=2.95s
setting learning rate to 0.0002394
1145/2200 (epoch 104.091) train_loss=1151.02392578 time/batch=11.77s
1146/2200 (epoch 104.182) train_loss=724.04675293 time/batch=17.58s
1147/2200 (epoch 104.273) train_loss=496.14132690 time/batch=4.28s
1148/2200 (epoch 104.364) train_loss=814.23150635 time/batch=7.34s
1149/2200 (epoch 104.455) train_loss=816.75732422 time/batch=7.36s
1150/2200 (epoch 104.545) train_loss=336.36798096 time/batch=3.05s
1151/2200 (epoch 104.636) train_loss=613.61120605 time/batch=24.72s
1152/2200 (epoch 104.727) train_loss=1029.81164551 time/batch=8.87s
1153/2200 (epoch 104.818) train_loss=379.35845947 time/batch=3.44s
1154/2200 (epoch 104.909) train_loss=494.23599243 time/batch=15.50s
1155/2200 (epoch 105.000) train_loss=660.95837402 time/batch=7.42s
setting learning rate to 0.0002322
1156/2200 (epoch 105.091) train_loss=355.27593994 time/batch=14.58s
1157/2200 (epoch 105.182) train_loss=717.05047607 time/batch=17.65s
1158/2200 (epoch 105.273) train_loss=806.79461670 time/batch=6.53s
1159/2200 (epoch 105.364) train_loss=586.68371582 time/batch=4.80s
1160/2200 (epoch 105.455) train_loss=1058.18750000 time/batch=8.58s
1161/2200 (epoch 105.545) train_loss=489.62063599 time/batch=15.42s
1162/2200 (epoch 105.636) train_loss=699.93786621 time/batch=6.66s
1163/2200 (epoch 105.727) train_loss=557.71679688 time/batch=24.38s
1164/2200 (epoch 105.818) train_loss=995.40649414 time/batch=9.60s
1165/2200 (epoch 105.909) train_loss=525.97174072 time/batch=6.70s
1166/2200 (epoch 106.000) train_loss=982.91796875 time/batch=11.87s
setting learning rate to 0.0002253
1167/2200 (epoch 106.091) train_loss=917.25683594 time/batch=7.72s
1168/2200 (epoch 106.182) train_loss=503.71966553 time/batch=4.38s
1169/2200 (epoch 106.273) train_loss=1032.57385254 time/batch=8.96s
1170/2200 (epoch 106.364) train_loss=1130.46374512 time/batch=11.78s
1171/2200 (epoch 106.455) train_loss=332.93191528 time/batch=2.96s
1172/2200 (epoch 106.545) train_loss=596.89538574 time/batch=5.12s
1173/2200 (epoch 106.636) train_loss=473.36987305 time/batch=15.36s
1174/2200 (epoch 106.727) train_loss=721.44543457 time/batch=17.45s
1175/2200 (epoch 106.818) train_loss=413.39465332 time/batch=5.63s
1176/2200 (epoch 106.909) train_loss=778.16522217 time/batch=6.61s
1177/2200 (epoch 107.000) train_loss=578.65252686 time/batch=14.57s
setting learning rate to 0.0002185
1178/2200 (epoch 107.091) train_loss=530.21343994 time/batch=4.79s
1179/2200 (epoch 107.182) train_loss=1079.30383301 time/batch=9.74s
1180/2200 (epoch 107.273) train_loss=597.19775391 time/batch=24.66s
1181/2200 (epoch 107.364) train_loss=757.90545654 time/batch=17.72s
1182/2200 (epoch 107.455) train_loss=946.24499512 time/batch=8.15s
1183/2200 (epoch 107.545) train_loss=328.77243042 time/batch=2.96s
1184/2200 (epoch 107.636) train_loss=826.02038574 time/batch=9.85s
1185/2200 (epoch 107.727) train_loss=389.28698730 time/batch=3.46s
1186/2200 (epoch 107.818) train_loss=711.23107910 time/batch=6.55s
1187/2200 (epoch 107.909) train_loss=905.11254883 time/batch=11.88s
1188/2200 (epoch 108.000) train_loss=500.56414795 time/batch=15.60s
setting learning rate to 0.0002120
1189/2200 (epoch 108.091) train_loss=1107.30493164 time/batch=10.21s
1190/2200 (epoch 108.182) train_loss=471.87448120 time/batch=15.54s
1191/2200 (epoch 108.273) train_loss=714.88317871 time/batch=6.38s
1192/2200 (epoch 108.364) train_loss=1051.34338379 time/batch=11.88s
1193/2200 (epoch 108.455) train_loss=525.11163330 time/batch=4.72s
1194/2200 (epoch 108.545) train_loss=524.19653320 time/batch=5.11s
1195/2200 (epoch 108.636) train_loss=638.02996826 time/batch=5.53s
1196/2200 (epoch 108.727) train_loss=342.48202515 time/batch=3.15s
1197/2200 (epoch 108.818) train_loss=817.70184326 time/batch=17.68s
1198/2200 (epoch 108.909) train_loss=553.85980225 time/batch=24.79s
1199/2200 (epoch 109.000) train_loss=787.55572510 time/batch=7.55s
setting learning rate to 0.0002056
1200/2200 (epoch 109.091) train_loss=812.52844238 time/batch=7.45s
1201/2200 (epoch 109.182) train_loss=1134.63208008 time/batch=11.94s
1202/2200 (epoch 109.273) train_loss=625.49694824 time/batch=5.18s
1203/2200 (epoch 109.364) train_loss=780.79791260 time/batch=6.59s
1204/2200 (epoch 109.455) train_loss=1019.61108398 time/batch=8.93s
1205/2200 (epoch 109.545) train_loss=367.06185913 time/batch=14.61s
1206/2200 (epoch 109.636) train_loss=357.93875122 time/batch=3.10s
1207/2200 (epoch 109.727) train_loss=494.50369263 time/batch=4.16s
1208/2200 (epoch 109.818) train_loss=705.54907227 time/batch=17.60s
1209/2200 (epoch 109.909) train_loss=630.85424805 time/batch=7.55s
1210/2200 (epoch 110.000) train_loss=610.34320068 time/batch=24.53s
setting learning rate to 0.0001994
  saved to metadata/configSample--20250116-172737.pkl
1211/2200 (epoch 110.091) train_loss=386.37814331 time/batch=3.51s
1212/2200 (epoch 110.182) train_loss=723.08465576 time/batch=6.45s
1213/2200 (epoch 110.273) train_loss=737.88793945 time/batch=17.74s
1214/2200 (epoch 110.364) train_loss=1108.99108887 time/batch=11.91s
1215/2200 (epoch 110.455) train_loss=589.07189941 time/batch=24.64s
1216/2200 (epoch 110.545) train_loss=398.92514038 time/batch=15.59s
1217/2200 (epoch 110.636) train_loss=484.43078613 time/batch=4.20s
1218/2200 (epoch 110.727) train_loss=525.56201172 time/batch=4.85s
1219/2200 (epoch 110.818) train_loss=646.29663086 time/batch=6.63s
1220/2200 (epoch 110.909) train_loss=1053.92395020 time/batch=8.94s
1221/2200 (epoch 111.000) train_loss=885.32916260 time/batch=7.54s
setting learning rate to 0.0001935
1222/2200 (epoch 111.091) train_loss=617.33660889 time/batch=5.19s
1223/2200 (epoch 111.182) train_loss=1095.91333008 time/batch=10.31s
1224/2200 (epoch 111.273) train_loss=819.98309326 time/batch=7.47s
1225/2200 (epoch 111.364) train_loss=1031.02111816 time/batch=11.84s
1226/2200 (epoch 111.455) train_loss=379.76907349 time/batch=3.34s
1227/2200 (epoch 111.545) train_loss=743.28576660 time/batch=17.46s
1228/2200 (epoch 111.636) train_loss=506.88796997 time/batch=5.25s
1229/2200 (epoch 111.727) train_loss=341.29626465 time/batch=3.48s
1230/2200 (epoch 111.818) train_loss=429.57388306 time/batch=15.56s
1231/2200 (epoch 111.909) train_loss=579.77728271 time/batch=6.22s
1232/2200 (epoch 112.000) train_loss=704.46386719 time/batch=24.60s
setting learning rate to 0.0001877
1233/2200 (epoch 112.091) train_loss=928.24713135 time/batch=8.11s
1234/2200 (epoch 112.182) train_loss=785.26739502 time/batch=17.54s
1235/2200 (epoch 112.273) train_loss=586.70324707 time/batch=24.45s
1236/2200 (epoch 112.364) train_loss=1122.33081055 time/batch=11.03s
1237/2200 (epoch 112.455) train_loss=451.05181885 time/batch=15.47s
1238/2200 (epoch 112.545) train_loss=336.15704346 time/batch=3.55s
1239/2200 (epoch 112.636) train_loss=584.10638428 time/batch=5.14s
1240/2200 (epoch 112.727) train_loss=607.68066406 time/batch=5.55s
1241/2200 (epoch 112.818) train_loss=635.51916504 time/batch=6.60s
1242/2200 (epoch 112.909) train_loss=690.59185791 time/batch=6.77s
1243/2200 (epoch 113.000) train_loss=796.48419189 time/batch=11.84s
setting learning rate to 0.0001820
1244/2200 (epoch 113.091) train_loss=389.23742676 time/batch=3.52s
1245/2200 (epoch 113.182) train_loss=363.50332642 time/batch=14.45s
1246/2200 (epoch 113.273) train_loss=526.84747314 time/batch=24.72s
1247/2200 (epoch 113.364) train_loss=463.84689331 time/batch=4.01s
1248/2200 (epoch 113.455) train_loss=796.82421875 time/batch=7.25s
1249/2200 (epoch 113.545) train_loss=640.13110352 time/batch=5.43s
1250/2200 (epoch 113.636) train_loss=511.87768555 time/batch=15.40s
1251/2200 (epoch 113.727) train_loss=982.44964600 time/batch=8.85s
1252/2200 (epoch 113.818) train_loss=1049.24597168 time/batch=10.06s
1253/2200 (epoch 113.909) train_loss=741.50537109 time/batch=6.55s
1254/2200 (epoch 114.000) train_loss=877.48101807 time/batch=17.70s
setting learning rate to 0.0001766
1255/2200 (epoch 114.091) train_loss=573.95098877 time/batch=5.10s
1256/2200 (epoch 114.182) train_loss=1008.40545654 time/batch=9.24s
1257/2200 (epoch 114.273) train_loss=1105.04858398 time/batch=11.92s
1258/2200 (epoch 114.364) train_loss=678.33551025 time/batch=17.56s
1259/2200 (epoch 114.455) train_loss=368.80886841 time/batch=14.61s
1260/2200 (epoch 114.545) train_loss=797.18005371 time/batch=7.46s
1261/2200 (epoch 114.636) train_loss=713.32904053 time/batch=6.50s
1262/2200 (epoch 114.727) train_loss=432.06283569 time/batch=15.57s
1263/2200 (epoch 114.818) train_loss=458.30108643 time/batch=4.11s
1264/2200 (epoch 114.909) train_loss=520.25854492 time/batch=6.54s
1265/2200 (epoch 115.000) train_loss=524.14892578 time/batch=24.45s
setting learning rate to 0.0001713
1266/2200 (epoch 115.091) train_loss=381.29632568 time/batch=3.52s
1267/2200 (epoch 115.182) train_loss=356.23892212 time/batch=14.45s
1268/2200 (epoch 115.273) train_loss=1063.91418457 time/batch=10.64s
1269/2200 (epoch 115.364) train_loss=853.57861328 time/batch=7.43s
1270/2200 (epoch 115.455) train_loss=767.62933350 time/batch=17.44s
1271/2200 (epoch 115.545) train_loss=482.02859497 time/batch=4.27s
1272/2200 (epoch 115.636) train_loss=987.00103760 time/batch=11.85s
1273/2200 (epoch 115.727) train_loss=345.19171143 time/batch=15.27s
1274/2200 (epoch 115.818) train_loss=463.10647583 time/batch=13.15s
1275/2200 (epoch 115.909) train_loss=630.48303223 time/batch=6.25s
1276/2200 (epoch 116.000) train_loss=671.39898682 time/batch=6.58s
setting learning rate to 0.0001661
1277/2200 (epoch 116.091) train_loss=561.62622070 time/batch=5.21s
1278/2200 (epoch 116.182) train_loss=1027.79614258 time/batch=9.66s
1279/2200 (epoch 116.273) train_loss=581.04968262 time/batch=24.64s
1280/2200 (epoch 116.364) train_loss=805.97595215 time/batch=7.47s
1281/2200 (epoch 116.455) train_loss=1051.90795898 time/batch=11.95s
1282/2200 (epoch 116.545) train_loss=344.63290405 time/batch=3.24s
1283/2200 (epoch 116.636) train_loss=362.01159668 time/batch=3.53s
1284/2200 (epoch 116.727) train_loss=716.22027588 time/batch=17.61s
1285/2200 (epoch 116.818) train_loss=606.91851807 time/batch=6.08s
1286/2200 (epoch 116.909) train_loss=699.33245850 time/batch=6.67s
1287/2200 (epoch 117.000) train_loss=469.19436646 time/batch=15.52s
setting learning rate to 0.0001611
1288/2200 (epoch 117.091) train_loss=476.48168945 time/batch=4.52s
1289/2200 (epoch 117.182) train_loss=309.58398438 time/batch=2.93s
1290/2200 (epoch 117.273) train_loss=973.00720215 time/batch=9.24s
1291/2200 (epoch 117.364) train_loss=781.25469971 time/batch=7.21s
1292/2200 (epoch 117.455) train_loss=648.61285400 time/batch=5.53s
1293/2200 (epoch 117.545) train_loss=767.80499268 time/batch=7.49s
1294/2200 (epoch 117.636) train_loss=1051.58520508 time/batch=11.99s
1295/2200 (epoch 117.727) train_loss=709.30792236 time/batch=17.58s
1296/2200 (epoch 117.818) train_loss=388.32647705 time/batch=14.55s
1297/2200 (epoch 117.909) train_loss=548.00708008 time/batch=24.72s
1298/2200 (epoch 118.000) train_loss=462.51327515 time/batch=4.67s
setting learning rate to 0.0001563
1299/2200 (epoch 118.091) train_loss=733.97521973 time/batch=6.79s
1300/2200 (epoch 118.182) train_loss=908.31060791 time/batch=8.70s
1301/2200 (epoch 118.273) train_loss=573.51177979 time/batch=5.13s
1302/2200 (epoch 118.364) train_loss=811.60113525 time/batch=8.90s
1303/2200 (epoch 118.455) train_loss=837.47241211 time/batch=9.59s
1304/2200 (epoch 118.545) train_loss=324.91592407 time/batch=3.08s
1305/2200 (epoch 118.636) train_loss=344.19476318 time/batch=3.38s
1306/2200 (epoch 118.727) train_loss=416.65875244 time/batch=15.56s
1307/2200 (epoch 118.818) train_loss=605.70471191 time/batch=24.72s
1308/2200 (epoch 118.909) train_loss=826.45196533 time/batch=17.64s
1309/2200 (epoch 119.000) train_loss=703.93920898 time/batch=11.86s
setting learning rate to 0.0001516
1310/2200 (epoch 119.091) train_loss=464.21823120 time/batch=4.22s
1311/2200 (epoch 119.182) train_loss=597.45068359 time/batch=5.59s
1312/2200 (epoch 119.273) train_loss=440.85000610 time/batch=15.55s
1313/2200 (epoch 119.364) train_loss=742.03204346 time/batch=6.79s
1314/2200 (epoch 119.455) train_loss=946.40673828 time/batch=8.31s
1315/2200 (epoch 119.545) train_loss=334.43325806 time/batch=2.96s
1316/2200 (epoch 119.636) train_loss=690.20678711 time/batch=17.55s
1317/2200 (epoch 119.727) train_loss=376.83776855 time/batch=4.25s
1318/2200 (epoch 119.818) train_loss=685.33850098 time/batch=14.49s
1319/2200 (epoch 119.909) train_loss=487.43383789 time/batch=7.15s
1320/2200 (epoch 120.000) train_loss=1018.10980225 time/batch=9.93s
setting learning rate to 0.0001471
  saved to metadata/configSample--20250116-172737.pkl
1321/2200 (epoch 120.091) train_loss=669.28643799 time/batch=17.61s
1322/2200 (epoch 120.182) train_loss=559.78619385 time/batch=24.80s
1323/2200 (epoch 120.273) train_loss=464.69140625 time/batch=15.63s
1324/2200 (epoch 120.364) train_loss=548.40118408 time/batch=5.16s
1325/2200 (epoch 120.455) train_loss=991.81500244 time/batch=10.02s
1326/2200 (epoch 120.545) train_loss=986.72546387 time/batch=11.83s
1327/2200 (epoch 120.636) train_loss=463.91458130 time/batch=4.00s
1328/2200 (epoch 120.727) train_loss=320.15423584 time/batch=2.98s
1329/2200 (epoch 120.818) train_loss=423.29080200 time/batch=5.67s
1330/2200 (epoch 120.909) train_loss=759.82916260 time/batch=7.40s
1331/2200 (epoch 121.000) train_loss=695.01129150 time/batch=6.40s
setting learning rate to 0.0001427
1332/2200 (epoch 121.091) train_loss=1034.62622070 time/batch=9.54s
1333/2200 (epoch 121.182) train_loss=751.12048340 time/batch=6.37s
1334/2200 (epoch 121.273) train_loss=364.47415161 time/batch=14.51s
1335/2200 (epoch 121.364) train_loss=532.22064209 time/batch=24.77s
1336/2200 (epoch 121.455) train_loss=517.23120117 time/batch=4.84s
1337/2200 (epoch 121.545) train_loss=791.29211426 time/batch=7.55s
1338/2200 (epoch 121.636) train_loss=370.03851318 time/batch=3.47s
1339/2200 (epoch 121.727) train_loss=447.08621216 time/batch=15.27s
1340/2200 (epoch 121.818) train_loss=724.98071289 time/batch=17.56s
1341/2200 (epoch 121.909) train_loss=985.96368408 time/batch=11.93s
1342/2200 (epoch 122.000) train_loss=587.54815674 time/batch=5.21s
setting learning rate to 0.0001384
1343/2200 (epoch 122.091) train_loss=1103.80493164 time/batch=11.85s
1344/2200 (epoch 122.182) train_loss=631.10760498 time/batch=5.49s
1345/2200 (epoch 122.273) train_loss=922.06701660 time/batch=8.82s
1346/2200 (epoch 122.364) train_loss=496.35070801 time/batch=4.70s
1347/2200 (epoch 122.455) train_loss=336.66836548 time/batch=14.53s
1348/2200 (epoch 122.545) train_loss=438.55789185 time/batch=4.68s
1349/2200 (epoch 122.636) train_loss=711.89306641 time/batch=6.75s
1350/2200 (epoch 122.727) train_loss=631.96356201 time/batch=17.49s
1351/2200 (epoch 122.818) train_loss=514.86608887 time/batch=24.46s
1352/2200 (epoch 122.909) train_loss=389.58731079 time/batch=5.75s
1353/2200 (epoch 123.000) train_loss=637.55932617 time/batch=7.01s
setting learning rate to 0.0001342
1354/2200 (epoch 123.091) train_loss=714.67266846 time/batch=6.78s
1355/2200 (epoch 123.182) train_loss=552.49291992 time/batch=5.21s
1356/2200 (epoch 123.273) train_loss=732.27337646 time/batch=7.42s
1357/2200 (epoch 123.364) train_loss=309.84848022 time/batch=2.87s
1358/2200 (epoch 123.455) train_loss=993.32995605 time/batch=9.59s
1359/2200 (epoch 123.545) train_loss=373.21188354 time/batch=14.46s
1360/2200 (epoch 123.636) train_loss=474.29638672 time/batch=4.49s
1361/2200 (epoch 123.727) train_loss=931.24157715 time/batch=10.64s
1362/2200 (epoch 123.818) train_loss=636.04833984 time/batch=17.67s
1363/2200 (epoch 123.909) train_loss=401.68963623 time/batch=15.48s
1364/2200 (epoch 124.000) train_loss=451.06420898 time/batch=13.16s
setting learning rate to 0.0001302
1365/2200 (epoch 124.091) train_loss=584.02685547 time/batch=5.56s
1366/2200 (epoch 124.182) train_loss=878.16265869 time/batch=8.74s
1367/2200 (epoch 124.273) train_loss=570.80163574 time/batch=24.36s
1368/2200 (epoch 124.364) train_loss=829.51348877 time/batch=9.13s
1369/2200 (epoch 124.455) train_loss=511.80215454 time/batch=4.80s
1370/2200 (epoch 124.545) train_loss=972.91424561 time/batch=11.76s
1371/2200 (epoch 124.636) train_loss=324.56628418 time/batch=3.18s
1372/2200 (epoch 124.727) train_loss=678.66931152 time/batch=6.58s
1373/2200 (epoch 124.818) train_loss=407.28390503 time/batch=15.25s
1374/2200 (epoch 124.909) train_loss=465.00784302 time/batch=5.07s
1375/2200 (epoch 125.000) train_loss=451.46853638 time/batch=17.49s
setting learning rate to 0.0001263
1376/2200 (epoch 125.091) train_loss=652.67974854 time/batch=6.45s
1377/2200 (epoch 125.182) train_loss=954.09973145 time/batch=9.37s
1378/2200 (epoch 125.273) train_loss=368.42379761 time/batch=14.45s
1379/2200 (epoch 125.364) train_loss=721.26538086 time/batch=6.76s
1380/2200 (epoch 125.455) train_loss=479.18176270 time/batch=4.36s
1381/2200 (epoch 125.545) train_loss=1382.57141113 time/batch=11.83s
1382/2200 (epoch 125.636) train_loss=651.77178955 time/batch=5.56s
1383/2200 (epoch 125.727) train_loss=298.60852051 time/batch=3.03s
1384/2200 (epoch 125.818) train_loss=350.70599365 time/batch=3.51s
1385/2200 (epoch 125.909) train_loss=724.77905273 time/batch=17.38s
1386/2200 (epoch 126.000) train_loss=664.11535645 time/batch=24.44s
setting learning rate to 0.0001225
1387/2200 (epoch 126.091) train_loss=893.72192383 time/batch=8.96s
1388/2200 (epoch 126.182) train_loss=489.12731934 time/batch=4.68s
1389/2200 (epoch 126.273) train_loss=338.17858887 time/batch=14.44s
1390/2200 (epoch 126.364) train_loss=718.28802490 time/batch=7.17s
1391/2200 (epoch 126.455) train_loss=296.52093506 time/batch=3.07s
1392/2200 (epoch 126.545) train_loss=769.93780518 time/batch=9.37s
1393/2200 (epoch 126.636) train_loss=564.65972900 time/batch=5.50s
1394/2200 (epoch 126.727) train_loss=701.49468994 time/batch=17.50s
1395/2200 (epoch 126.818) train_loss=762.22064209 time/batch=10.07s
1396/2200 (epoch 126.909) train_loss=345.34970093 time/batch=3.49s
1397/2200 (epoch 127.000) train_loss=491.17272949 time/batch=10.66s
setting learning rate to 0.0001188
1398/2200 (epoch 127.091) train_loss=634.53021240 time/batch=17.46s
1399/2200 (epoch 127.182) train_loss=464.69519043 time/batch=4.36s
1400/2200 (epoch 127.273) train_loss=429.24523926 time/batch=15.38s
1401/2200 (epoch 127.364) train_loss=627.42822266 time/batch=6.31s
1402/2200 (epoch 127.455) train_loss=991.58111572 time/batch=11.74s
1403/2200 (epoch 127.545) train_loss=874.90399170 time/batch=8.69s
1404/2200 (epoch 127.636) train_loss=582.08776855 time/batch=6.34s
1405/2200 (epoch 127.727) train_loss=511.38815308 time/batch=6.58s
1406/2200 (epoch 127.818) train_loss=745.44042969 time/batch=8.89s
1407/2200 (epoch 127.909) train_loss=339.82849121 time/batch=14.51s
1408/2200 (epoch 128.000) train_loss=282.97909546 time/batch=3.04s
setting learning rate to 0.0001153
1409/2200 (epoch 128.091) train_loss=640.62677002 time/batch=17.55s
1410/2200 (epoch 128.182) train_loss=526.22985840 time/batch=24.36s
1411/2200 (epoch 128.273) train_loss=789.72784424 time/batch=7.99s
1412/2200 (epoch 128.364) train_loss=416.85650635 time/batch=3.90s
1413/2200 (epoch 128.455) train_loss=475.67782593 time/batch=4.54s
1414/2200 (epoch 128.545) train_loss=1003.88250732 time/batch=11.59s
1415/2200 (epoch 128.636) train_loss=677.85931396 time/batch=6.32s
1416/2200 (epoch 128.727) train_loss=575.99182129 time/batch=6.44s
1417/2200 (epoch 128.818) train_loss=801.56628418 time/batch=8.63s
1418/2200 (epoch 128.909) train_loss=511.42196655 time/batch=15.10s
1419/2200 (epoch 129.000) train_loss=305.94985962 time/batch=3.15s
setting learning rate to 0.0001118
1420/2200 (epoch 129.091) train_loss=333.56677246 time/batch=3.40s
1421/2200 (epoch 129.182) train_loss=536.79034424 time/batch=5.34s
1422/2200 (epoch 129.273) train_loss=428.77435303 time/batch=4.08s
1423/2200 (epoch 129.364) train_loss=979.83453369 time/batch=11.50s
1424/2200 (epoch 129.455) train_loss=852.09698486 time/batch=9.03s
1425/2200 (epoch 129.545) train_loss=508.02410889 time/batch=5.36s
1426/2200 (epoch 129.636) train_loss=397.69992065 time/batch=14.89s
1427/2200 (epoch 129.727) train_loss=524.71685791 time/batch=24.34s
1428/2200 (epoch 129.818) train_loss=630.50189209 time/batch=6.18s
1429/2200 (epoch 129.909) train_loss=723.90594482 time/batch=7.20s
1430/2200 (epoch 130.000) train_loss=486.41192627 time/batch=17.44s
setting learning rate to 0.0001085
  saved to metadata/configSample--20250116-172737.pkl
1431/2200 (epoch 130.091) train_loss=513.81457520 time/batch=24.54s
1432/2200 (epoch 130.182) train_loss=693.01055908 time/batch=7.22s
1433/2200 (epoch 130.273) train_loss=884.82690430 time/batch=9.20s
1434/2200 (epoch 130.364) train_loss=587.15093994 time/batch=5.36s
1435/2200 (epoch 130.455) train_loss=545.46362305 time/batch=5.61s
1436/2200 (epoch 130.545) train_loss=987.14672852 time/batch=11.12s
1437/2200 (epoch 130.636) train_loss=774.17712402 time/batch=11.99s
1438/2200 (epoch 130.727) train_loss=646.47259521 time/batch=17.80s
1439/2200 (epoch 130.818) train_loss=289.73370361 time/batch=2.99s
1440/2200 (epoch 130.909) train_loss=421.84054565 time/batch=15.74s
1441/2200 (epoch 131.000) train_loss=389.67874146 time/batch=4.05s
setting learning rate to 0.0001052
1442/2200 (epoch 131.091) train_loss=512.65948486 time/batch=24.41s
1443/2200 (epoch 131.182) train_loss=621.71374512 time/batch=6.80s
1444/2200 (epoch 131.273) train_loss=482.00531006 time/batch=5.19s
1445/2200 (epoch 131.364) train_loss=505.29544067 time/batch=5.07s
1446/2200 (epoch 131.455) train_loss=832.32281494 time/batch=8.37s
1447/2200 (epoch 131.545) train_loss=846.83666992 time/batch=12.54s
1448/2200 (epoch 131.636) train_loss=593.68670654 time/batch=37.89s
1449/2200 (epoch 131.727) train_loss=425.60626221 time/batch=33.44s
1450/2200 (epoch 131.818) train_loss=844.27722168 time/batch=25.69s
1451/2200 (epoch 131.909) train_loss=526.86932373 time/batch=14.24s
1452/2200 (epoch 132.000) train_loss=288.10491943 time/batch=6.47s
setting learning rate to 0.0001020
1453/2200 (epoch 132.091) train_loss=650.11364746 time/batch=37.65s
1454/2200 (epoch 132.182) train_loss=551.34710693 time/batch=11.95s
1455/2200 (epoch 132.273) train_loss=959.36724854 time/batch=25.65s
1456/2200 (epoch 132.364) train_loss=359.63519287 time/batch=7.42s
1457/2200 (epoch 132.455) train_loss=578.66534424 time/batch=14.06s
1458/2200 (epoch 132.545) train_loss=313.58926392 time/batch=31.48s
1459/2200 (epoch 132.636) train_loss=372.30496216 time/batch=33.39s
1460/2200 (epoch 132.727) train_loss=593.40155029 time/batch=14.61s
1461/2200 (epoch 132.818) train_loss=421.66848755 time/batch=8.75s
1462/2200 (epoch 132.909) train_loss=827.72003174 time/batch=19.12s
1463/2200 (epoch 133.000) train_loss=549.75274658 time/batch=15.50s
setting learning rate to 0.0000990
1464/2200 (epoch 133.091) train_loss=297.48379517 time/batch=6.61s
1465/2200 (epoch 133.182) train_loss=645.60028076 time/batch=37.64s
1466/2200 (epoch 133.273) train_loss=333.23019409 time/batch=31.45s
1467/2200 (epoch 133.364) train_loss=533.83801270 time/batch=11.77s
1468/2200 (epoch 133.455) train_loss=860.15393066 time/batch=20.56s
1469/2200 (epoch 133.545) train_loss=935.99914551 time/batch=25.68s
1470/2200 (epoch 133.636) train_loss=743.37579346 time/batch=14.47s
1471/2200 (epoch 133.727) train_loss=433.20617676 time/batch=8.50s
1472/2200 (epoch 133.818) train_loss=434.84628296 time/batch=33.30s
1473/2200 (epoch 133.909) train_loss=456.91830444 time/batch=10.39s
1474/2200 (epoch 134.000) train_loss=647.08563232 time/batch=52.70s
setting learning rate to 0.0000960
1475/2200 (epoch 134.091) train_loss=668.13037109 time/batch=14.67s
1476/2200 (epoch 134.182) train_loss=872.78588867 time/batch=19.37s
1477/2200 (epoch 134.273) train_loss=1078.87719727 time/batch=25.60s
1478/2200 (epoch 134.364) train_loss=688.77160645 time/batch=37.90s
1479/2200 (epoch 134.455) train_loss=664.26513672 time/batch=16.01s
1480/2200 (epoch 134.545) train_loss=285.49871826 time/batch=6.36s
1481/2200 (epoch 134.636) train_loss=335.85525513 time/batch=31.31s
1482/2200 (epoch 134.727) train_loss=481.51849365 time/batch=10.98s
1483/2200 (epoch 134.818) train_loss=306.10916138 time/batch=7.52s
1484/2200 (epoch 134.909) train_loss=417.01498413 time/batch=8.73s
1485/2200 (epoch 135.000) train_loss=509.98120117 time/batch=16.09s
setting learning rate to 0.0000931
1486/2200 (epoch 135.091) train_loss=934.26593018 time/batch=25.68s
1487/2200 (epoch 135.182) train_loss=659.67675781 time/batch=37.67s
1488/2200 (epoch 135.273) train_loss=411.74237061 time/batch=33.43s
1489/2200 (epoch 135.364) train_loss=414.12811279 time/batch=8.78s
1490/2200 (epoch 135.455) train_loss=526.37628174 time/batch=11.79s
1491/2200 (epoch 135.545) train_loss=429.00210571 time/batch=10.18s
1492/2200 (epoch 135.636) train_loss=277.11053467 time/batch=6.35s
1493/2200 (epoch 135.727) train_loss=660.40185547 time/batch=15.37s
1494/2200 (epoch 135.818) train_loss=655.60864258 time/batch=16.40s
1495/2200 (epoch 135.909) train_loss=506.30487061 time/batch=52.54s
1496/2200 (epoch 136.000) train_loss=533.64807129 time/batch=17.40s
setting learning rate to 0.0000903
1497/2200 (epoch 136.091) train_loss=636.26885986 time/batch=14.12s
1498/2200 (epoch 136.182) train_loss=535.10845947 time/batch=11.36s
1499/2200 (epoch 136.273) train_loss=427.30673218 time/batch=33.22s
Validating
    loss:	1097.151733

1500/2200 (epoch 136.364) train_loss=585.37512207 time/batch=173.32s
1501/2200 (epoch 136.455) train_loss=836.76031494 time/batch=20.06s
1502/2200 (epoch 136.545) train_loss=280.97613525 time/batch=6.34s
1503/2200 (epoch 136.636) train_loss=618.06939697 time/batch=14.75s
1504/2200 (epoch 136.727) train_loss=800.80249023 time/batch=21.31s
1505/2200 (epoch 136.818) train_loss=469.00195312 time/batch=14.91s
1506/2200 (epoch 136.909) train_loss=524.35021973 time/batch=21.99s
1507/2200 (epoch 137.000) train_loss=456.40560913 time/batch=31.23s
setting learning rate to 0.0000876
